timestamp,type,value
2025-06-09 12:16:40.807,Raw EEG,32
2025-06-09 12:16:40.810,Raw EEG,32
2025-06-09 12:16:40.813,Raw EEG,32
2025-06-09 12:16:40.816,Raw EEG,32
2025-06-09 12:16:40.820,Raw EEG,32
2025-06-09 12:16:40.823,Raw EEG,32
2025-06-09 12:16:40.825,Raw EEG,32
2025-06-09 12:16:40.828,Raw EEG,32
2025-06-09 12:16:40.831,Raw EEG,32
2025-06-09 12:16:40.834,Raw EEG,29
2025-06-09 12:16:40.837,Raw EEG,32
2025-06-09 12:16:40.841,Raw EEG,32
2025-06-09 12:16:40.844,Raw EEG,32
2025-06-09 12:16:40.847,Raw EEG,32
2025-06-09 12:16:40.852,Raw EEG,29
2025-06-09 12:16:40.856,Raw EEG,32
2025-06-09 12:16:40.859,Raw EEG,32
2025-06-09 12:16:40.862,Raw EEG,32
2025-06-09 12:16:40.864,Raw EEG,32
2025-06-09 12:16:40.868,Raw EEG,32
2025-06-09 12:16:40.871,Raw EEG,32
2025-06-09 12:16:40.874,Raw EEG,32
2025-06-09 12:16:40.878,Raw EEG,32
2025-06-09 12:16:40.881,Raw EEG,32
2025-06-09 12:16:40.885,Raw EEG,32
2025-06-09 12:16:40.889,Raw EEG,32
2025-06-09 12:16:40.892,Raw EEG,32
2025-06-09 12:16:40.896,Raw EEG,32
2025-06-09 12:16:40.899,Raw EEG,32
2025-06-09 12:16:40.904,Raw EEG,32
2025-06-09 12:16:40.908,Raw EEG,32
2025-06-09 12:16:40.911,Raw EEG,32
2025-06-09 12:16:40.915,Raw EEG,32
2025-06-09 12:16:40.919,Raw EEG,32
2025-06-09 12:16:40.923,Raw EEG,32
2025-06-09 12:16:40.927,Raw EEG,32
2025-06-09 12:16:40.930,Raw EEG,32
2025-06-09 12:16:40.934,Raw EEG,32
2025-06-09 12:16:40.938,Raw EEG,32
2025-06-09 12:16:40.942,Raw EEG,32
2025-06-09 12:16:40.945,Raw EEG,32
2025-06-09 12:16:40.948,Raw EEG,32
2025-06-09 12:16:40.953,Raw EEG,32
2025-06-09 12:16:40.957,Raw EEG,32
2025-06-09 12:16:40.960,Raw EEG,32
2025-06-09 12:16:40.964,Raw EEG,32
2025-06-09 12:16:40.968,Raw EEG,32
2025-06-09 12:16:40.972,Raw EEG,32
2025-06-09 12:16:40.976,Raw EEG,32
2025-06-09 12:16:40.980,Raw EEG,32
2025-06-09 12:16:40.984,Raw EEG,32
2025-06-09 12:16:40.989,Raw EEG,32
2025-06-09 12:16:40.992,Raw EEG,32
2025-06-09 12:16:40.996,Raw EEG,32
2025-06-09 12:16:41.000,Raw EEG,32
2025-06-09 12:16:41.005,Raw EEG,32
2025-06-09 12:16:41.008,Raw EEG,32
2025-06-09 12:16:41.012,Raw EEG,32
2025-06-09 12:16:41.016,Raw EEG,32
2025-06-09 12:16:41.020,Raw EEG,32
2025-06-09 12:16:41.024,Raw EEG,32
2025-06-09 12:16:41.027,Raw EEG,32
2025-06-09 12:16:41.030,Raw EEG,32
2025-06-09 12:16:41.033,Raw EEG,32
2025-06-09 12:16:41.037,Raw EEG,32
2025-06-09 12:16:41.040,Raw EEG,32
2025-06-09 12:16:41.043,Raw EEG,32
2025-06-09 12:16:41.047,Raw EEG,32
2025-06-09 12:16:41.050,Raw EEG,32
2025-06-09 12:16:41.053,Raw EEG,29
2025-06-09 12:16:41.056,Raw EEG,32
2025-06-09 12:16:41.059,Raw EEG,29
2025-06-09 12:16:41.061,Raw EEG,32
2025-06-09 12:16:41.064,Raw EEG,32
2025-06-09 12:16:41.066,Raw EEG,32
2025-06-09 12:16:41.069,Raw EEG,32
2025-06-09 12:16:41.072,Raw EEG,32
2025-06-09 12:16:41.075,Raw EEG,32
2025-06-09 12:16:41.078,Raw EEG,32
2025-06-09 12:16:41.081,Raw EEG,32
2025-06-09 12:16:41.084,Raw EEG,32
2025-06-09 12:16:41.087,Raw EEG,32
2025-06-09 12:16:41.090,Raw EEG,32
2025-06-09 12:16:41.093,Raw EEG,32
2025-06-09 12:16:41.096,Raw EEG,32
2025-06-09 12:16:41.099,Raw EEG,32
2025-06-09 12:16:41.103,Raw EEG,32
2025-06-09 12:16:41.106,Raw EEG,32
2025-06-09 12:16:41.109,Raw EEG,32
2025-06-09 12:16:41.113,Raw EEG,32
2025-06-09 12:16:41.117,Raw EEG,32
2025-06-09 12:16:41.121,Raw EEG,32
2025-06-09 12:16:41.125,Raw EEG,32
2025-06-09 12:16:41.129,Raw EEG,32
2025-06-09 12:16:41.133,Raw EEG,32
2025-06-09 12:16:41.138,Raw EEG,32
2025-06-09 12:16:41.142,Raw EEG,32
2025-06-09 12:16:41.146,Raw EEG,32
2025-06-09 12:16:41.149,Raw EEG,32
2025-06-09 12:16:41.153,Raw EEG,32
2025-06-09 12:16:41.157,Raw EEG,32
2025-06-09 12:16:41.160,Raw EEG,33
2025-06-09 12:16:41.164,Raw EEG,32
2025-06-09 12:16:41.167,Raw EEG,32
2025-06-09 12:16:41.173,Raw EEG,32
2025-06-09 12:16:41.176,Raw EEG,32
2025-06-09 12:16:41.179,Raw EEG,32
2025-06-09 12:16:41.182,Raw EEG,33
2025-06-09 12:16:41.187,Raw EEG,32
2025-06-09 12:16:41.191,Raw EEG,33
2025-06-09 12:16:41.194,Raw EEG,32
2025-06-09 12:16:41.197,Raw EEG,32
2025-06-09 12:16:41.200,Raw EEG,32
2025-06-09 12:16:41.205,Raw EEG,32
2025-06-09 12:16:41.208,Raw EEG,32
2025-06-09 12:16:41.211,Raw EEG,32
2025-06-09 12:16:41.214,Raw EEG,32
2025-06-09 12:16:41.217,Raw EEG,32
2025-06-09 12:16:41.221,Raw EEG,32
2025-06-09 12:16:41.224,Raw EEG,32
2025-06-09 12:16:41.227,Raw EEG,32
2025-06-09 12:16:41.230,Raw EEG,32
2025-06-09 12:16:41.233,Raw EEG,32
2025-06-09 12:16:41.236,Raw EEG,32
2025-06-09 12:16:41.239,Raw EEG,32
2025-06-09 12:16:41.242,Raw EEG,32
2025-06-09 12:16:41.245,Raw EEG,32
2025-06-09 12:16:41.248,Raw EEG,32
2025-06-09 12:16:41.252,Raw EEG,32
2025-06-09 12:16:41.255,Raw EEG,32
2025-06-09 12:16:41.258,Raw EEG,32
2025-06-09 12:16:41.261,Raw EEG,32
2025-06-09 12:16:41.264,Raw EEG,32
2025-06-09 12:16:41.268,Raw EEG,32
2025-06-09 12:16:41.272,Raw EEG,32
2025-06-09 12:16:41.275,Raw EEG,32
2025-06-09 12:16:41.278,Raw EEG,32
2025-06-09 12:16:41.281,Raw EEG,32
2025-06-09 12:16:41.285,Raw EEG,32
2025-06-09 12:16:41.288,Raw EEG,32
2025-06-09 12:16:41.292,Raw EEG,32
2025-06-09 12:16:41.295,Raw EEG,32
2025-06-09 12:16:41.298,Raw EEG,32
2025-06-09 12:16:41.302,Raw EEG,32
2025-06-09 12:16:41.306,Raw EEG,32
2025-06-09 12:16:41.309,Raw EEG,29
2025-06-09 12:16:41.312,Raw EEG,32
2025-06-09 12:16:41.316,Raw EEG,32
2025-06-09 12:16:41.320,Raw EEG,32
2025-06-09 12:16:41.324,Raw EEG,32
2025-06-09 12:16:41.327,Raw EEG,32
2025-06-09 12:16:41.331,Raw EEG,32
2025-06-09 12:16:41.334,Raw EEG,32
2025-06-09 12:16:41.339,Raw EEG,32
2025-06-09 12:16:41.342,Raw EEG,32
2025-06-09 12:16:41.346,Raw EEG,32
2025-06-09 12:16:41.349,Raw EEG,32
2025-06-09 12:16:41.355,Raw EEG,32
2025-06-09 12:16:41.358,Raw EEG,32
2025-06-09 12:16:41.362,Raw EEG,32
2025-06-09 12:16:41.364,Raw EEG,32
2025-06-09 12:16:41.368,Raw EEG,32
2025-06-09 12:16:41.373,Raw EEG,32
2025-06-09 12:16:41.375,Raw EEG,32
2025-06-09 12:16:41.378,Raw EEG,29
2025-06-09 12:16:41.381,Raw EEG,32
2025-06-09 12:16:41.383,Raw EEG,29
2025-06-09 12:16:41.388,Raw EEG,32
2025-06-09 12:16:41.391,Raw EEG,32
2025-06-09 12:16:41.393,Raw EEG,32
2025-06-09 12:16:41.396,Raw EEG,32
2025-06-09 12:16:41.399,Raw EEG,32
2025-06-09 12:16:41.403,Raw EEG,32
2025-06-09 12:16:41.406,Raw EEG,32
2025-06-09 12:16:41.409,Raw EEG,32
2025-06-09 12:16:41.412,Raw EEG,32
2025-06-09 12:16:41.415,Raw EEG,32
2025-06-09 12:16:41.419,Raw EEG,32
2025-06-09 12:16:41.423,Raw EEG,32
2025-06-09 12:16:41.428,Raw EEG,32
2025-06-09 12:16:41.432,Raw EEG,32
2025-06-09 12:16:41.437,Raw EEG,32
2025-06-09 12:16:41.441,Raw EEG,32
2025-06-09 12:16:41.445,Raw EEG,32
2025-06-09 12:16:41.448,Raw EEG,32
2025-06-09 12:16:41.453,Raw EEG,32
2025-06-09 12:16:41.457,Raw EEG,32
2025-06-09 12:16:41.460,Raw EEG,29
2025-06-09 12:16:41.463,Raw EEG,32
2025-06-09 12:16:41.467,Raw EEG,32
2025-06-09 12:16:41.471,Raw EEG,32
2025-06-09 12:16:41.474,Raw EEG,32
2025-06-09 12:16:41.477,Raw EEG,32
2025-06-09 12:16:41.479,Raw EEG,29
2025-06-09 12:16:41.482,Raw EEG,32
2025-06-09 12:16:41.485,Raw EEG,32
2025-06-09 12:16:41.489,Raw EEG,32
2025-06-09 12:16:41.492,Raw EEG,29
2025-06-09 12:16:41.494,Raw EEG,32
2025-06-09 12:16:41.497,Raw EEG,32
2025-06-09 12:16:41.500,Raw EEG,32
2025-06-09 12:16:41.503,Raw EEG,29
2025-06-09 12:16:41.505,Raw EEG,29
2025-06-09 12:16:41.508,Raw EEG,29
2025-06-09 12:16:41.511,Raw EEG,29
2025-06-09 12:16:41.513,Raw EEG,32
2025-06-09 12:16:41.516,Raw EEG,32
2025-06-09 12:16:41.519,Raw EEG,29
2025-06-09 12:16:41.522,Raw EEG,32
2025-06-09 12:16:41.525,Raw EEG,32
2025-06-09 12:16:41.527,Raw EEG,32
2025-06-09 12:16:41.530,Raw EEG,28
2025-06-09 12:16:41.533,Raw EEG,29
2025-06-09 12:16:41.536,Raw EEG,29
2025-06-09 12:16:41.540,Raw EEG,32
2025-06-09 12:16:41.543,Raw EEG,29
2025-06-09 12:16:41.547,Raw EEG,29
2025-06-09 12:16:41.552,Raw EEG,28
2025-06-09 12:16:41.555,Raw EEG,28
2025-06-09 12:16:41.559,Raw EEG,28
2025-06-09 12:16:41.562,Raw EEG,28
2025-06-09 12:16:41.565,Raw EEG,28
2025-06-09 12:16:41.570,Raw EEG,28
2025-06-09 12:16:41.574,Raw EEG,28
2025-06-09 12:16:41.577,Raw EEG,28
2025-06-09 12:16:41.580,Raw EEG,28
2025-06-09 12:16:41.583,Raw EEG,27
2025-06-09 12:16:41.587,Raw EEG,28
2025-06-09 12:16:41.590,Raw EEG,28
2025-06-09 12:16:41.594,Raw EEG,28
2025-06-09 12:16:41.596,Raw EEG,28
2025-06-09 12:16:41.599,Raw EEG,28
2025-06-09 12:16:41.604,Raw EEG,28
2025-06-09 12:16:41.607,Raw EEG,28
2025-06-09 12:16:41.610,Raw EEG,28
2025-06-09 12:16:41.613,Raw EEG,28
2025-06-09 12:16:41.617,Raw EEG,28
2025-06-09 12:16:41.622,Raw EEG,28
2025-06-09 12:16:41.625,Raw EEG,27
2025-06-09 12:16:41.628,Raw EEG,27
2025-06-09 12:16:41.631,Raw EEG,28
2025-06-09 12:16:41.636,Raw EEG,28
2025-06-09 12:16:41.639,Raw EEG,28
2025-06-09 12:16:41.642,Raw EEG,28
2025-06-09 12:16:41.646,Raw EEG,27
2025-06-09 12:16:41.650,Raw EEG,27
2025-06-09 12:16:41.654,Raw EEG,27
2025-06-09 12:16:41.657,Raw EEG,28
2025-06-09 12:16:41.661,Raw EEG,28
2025-06-09 12:16:41.665,Raw EEG,28
2025-06-09 12:16:41.670,Raw EEG,28
2025-06-09 12:16:41.674,Raw EEG,28
2025-06-09 12:16:41.678,Raw EEG,27
2025-06-09 12:16:41.682,Raw EEG,26
2025-06-09 12:16:41.687,Raw EEG,27
2025-06-09 12:16:41.692,Raw EEG,27
2025-06-09 12:16:41.696,Raw EEG,27
2025-06-09 12:16:41.700,Raw EEG,27
2025-06-09 12:16:41.707,Raw EEG,27
2025-06-09 12:16:41.711,Raw EEG,28
2025-06-09 12:16:41.715,Raw EEG,28
2025-06-09 12:16:41.721,Raw EEG,28
2025-06-09 12:16:41.725,Raw EEG,27
2025-06-09 12:16:41.729,Raw EEG,27
2025-06-09 12:16:41.735,Raw EEG,27
2025-06-09 12:16:41.742,Raw EEG,27
2025-06-09 12:16:41.746,Raw EEG,27
2025-06-09 12:16:41.750,Raw EEG,27
2025-06-09 12:16:41.757,Raw EEG,27
2025-06-09 12:16:41.761,Raw EEG,28
2025-06-09 12:16:41.765,Raw EEG,27
2025-06-09 12:16:41.771,Meditation,0
2025-06-09 12:16:41.775,Attention,0
2025-06-09 12:16:41.779,Attention,0
2025-06-09 12:16:41.785,Attention,0
2025-06-09 12:16:41.790,Meditation,0
2025-06-09 12:16:41.794,Raw EEG,27
2025-06-09 12:16:41.797,Raw EEG,26
2025-06-09 12:16:41.801,Raw EEG,26
2025-06-09 12:16:41.806,Raw EEG,27
2025-06-09 12:16:41.812,Raw EEG,27
2025-06-09 12:16:41.817,Raw EEG,27
2025-06-09 12:16:41.826,Raw EEG,26
2025-06-09 12:16:41.830,Raw EEG,26
2025-06-09 12:16:41.835,Raw EEG,25
2025-06-09 12:16:41.844,Raw EEG,25
2025-06-09 12:16:41.859,Raw EEG,24
2025-06-09 12:16:41.870,Raw EEG,24
2025-06-09 12:16:41.878,Raw EEG,24
2025-06-09 12:16:41.882,Raw EEG,25
2025-06-09 12:16:41.889,Raw EEG,25
2025-06-09 12:16:41.893,Raw EEG,25
2025-06-09 12:16:41.907,Raw EEG,25
2025-06-09 12:16:41.913,Raw EEG,23
2025-06-09 12:16:41.925,Raw EEG,23
2025-06-09 12:16:41.929,Raw EEG,23
2025-06-09 12:16:41.934,Raw EEG,24
2025-06-09 12:16:41.941,Raw EEG,23
2025-06-09 12:16:41.946,Raw EEG,23
2025-06-09 12:16:41.952,Raw EEG,23
2025-06-09 12:16:41.959,Raw EEG,23
2025-06-09 12:16:41.964,Raw EEG,23
2025-06-09 12:16:41.970,Raw EEG,22
2025-06-09 12:16:41.975,Raw EEG,21
2025-06-09 12:16:41.980,Raw EEG,21
2025-06-09 12:16:41.986,Raw EEG,21
2025-06-09 12:16:41.990,Raw EEG,22
2025-06-09 12:16:41.994,Raw EEG,23
2025-06-09 12:16:41.999,Raw EEG,23
2025-06-09 12:16:42.005,Raw EEG,24
2025-06-09 12:16:42.009,Raw EEG,24
2025-06-09 12:16:42.013,Raw EEG,24
2025-06-09 12:16:42.016,Raw EEG,24
2025-06-09 12:16:42.020,Raw EEG,23
2025-06-09 12:16:42.025,Raw EEG,23
2025-06-09 12:16:42.028,Raw EEG,23
2025-06-09 12:16:42.032,Raw EEG,23
2025-06-09 12:16:42.036,Raw EEG,23
2025-06-09 12:16:42.040,Raw EEG,23
2025-06-09 12:16:42.044,Raw EEG,23
2025-06-09 12:16:42.048,Raw EEG,24
2025-06-09 12:16:42.053,Raw EEG,23
2025-06-09 12:16:42.056,Raw EEG,23
2025-06-09 12:16:42.060,Raw EEG,22
2025-06-09 12:16:42.064,Raw EEG,21
2025-06-09 12:16:42.068,Raw EEG,21
2025-06-09 12:16:42.073,Raw EEG,23
2025-06-09 12:16:42.076,Raw EEG,24
2025-06-09 12:16:42.079,Raw EEG,22
2025-06-09 12:16:42.083,Raw EEG,20
2025-06-09 12:16:42.088,Raw EEG,19
2025-06-09 12:16:42.091,Raw EEG,21
2025-06-09 12:16:42.094,Raw EEG,23
2025-06-09 12:16:42.098,Raw EEG,24
2025-06-09 12:16:42.102,Raw EEG,24
2025-06-09 12:16:42.109,Raw EEG,22
2025-06-09 12:16:42.114,Raw EEG,21
2025-06-09 12:16:42.117,Raw EEG,21
2025-06-09 12:16:42.121,Raw EEG,20
2025-06-09 12:16:42.125,Raw EEG,19
2025-06-09 12:16:42.128,Raw EEG,19
2025-06-09 12:16:42.131,Raw EEG,20
2025-06-09 12:16:42.135,Raw EEG,21
2025-06-09 12:16:42.139,Raw EEG,19
2025-06-09 12:16:42.143,Raw EEG,18
2025-06-09 12:16:42.147,Raw EEG,17
2025-06-09 12:16:42.152,Raw EEG,16
2025-06-09 12:16:42.156,Raw EEG,13
2025-06-09 12:16:42.160,Raw EEG,16
2025-06-09 12:16:42.165,Raw EEG,16
2025-06-09 12:16:42.171,Raw EEG,13
2025-06-09 12:16:42.174,Raw EEG,11
2025-06-09 12:16:42.180,Raw EEG,11
2025-06-09 12:16:42.186,Raw EEG,10
2025-06-09 12:16:42.191,Raw EEG,10
2025-06-09 12:16:42.194,Raw EEG,9
